palabra,categoria,total_1960,total_1970,total_1980,total_1990,total_2000,total_2010,total_2020
rag,NOUN,59.0,2.0,14.0,5.0,26.0,4.0,1.0
heads,NOUN,58.0,15.0,50.0,42.0,94.0,31.0,12.0
movie,NOUN,58.0,29.0,66.0,26.0,110.0,58.0,83.0
park,NOUN,58.0,29.0,61.0,49.0,155.0,62.0,59.0
message,NOUN,58.0,50.0,84.0,86.0,122.0,73.0,22.0
brand,NOUN,58.0,88.0,137.0,73.0,153.0,166.0,71.0
drift,NOUN,57.0,6.0,43.0,26.0,12.0,30.0,4.0
perfect,ADJ,57.0,41.0,194.0,147.0,229.0,253.0,150.0
twist,NOUN,57.0,36.0,63.0,44.0,94.0,31.0,59.0
bread,NOUN,57.0,10.0,30.0,21.0,145.0,38.0,46.0
telephone,NOUN,57.0,31.0,89.0,13.0,47.0,33.0,13.0
station,NOUN,57.0,30.0,40.0,63.0,39.0,18.0,24.0
lovers,NOUN,57.0,145.0,162.0,72.0,80.0,71.0,34.0
jail,NOUN,57.0,27.0,21.0,10.0,156.0,27.0,14.0
middle,ADJ,57.0,57.0,120.0,84.0,271.0,93.0,128.0
stranger,NOUN,57.0,78.0,235.0,54.0,32.0,69.0,43.0
winds,NOUN,57.0,44.0,34.0,16.0,10.0,14.0,6.0
rhythm,NOUN,57.0,100.0,116.0,40.0,80.0,34.0,19.0
dogs,NOUN,56.0,39.0,29.0,34.0,71.0,46.0,17.0
education,NOUN,56.0,8.0,23.0,13.0,18.0,12.0,1.0
fat,ADJ,56.0,30.0,47.0,74.0,270.0,28.0,40.0
nation,NOUN,56.0,31.0,124.0,34.0,56.0,8.0,11.0
cares,NOUN,56.0,55.0,89.0,57.0,52.0,39.0,16.0
whisper,NOUN,56.0,41.0,107.0,37.0,79.0,24.0,30.0
patter,NOUN,56.0,19.0,0.0,0.0,0.0,0.0,0.0
hat,NOUN,56.0,21.0,30.0,30.0,86.0,29.0,8.0
holiday,NOUN,56.0,29.0,124.0,50.0,22.0,15.0,22.0
kid,NOUN,56.0,45.0,82.0,126.0,447.0,175.0,75.0
class,NOUN,56.0,14.0,44.0,45.0,123.0,49.0,28.0
groove,NOUN,56.0,41.0,241.0,70.0,92.0,25.0,33.0
dom,NOUN,56.0,6.0,25.0,0.0,17.0,6.0,3.0
games,NOUN,55.0,67.0,73.0,28.0,154.0,76.0,78.0
boom,NOUN,55.0,60.0,187.0,9.0,269.0,108.0,130.0
thoughts,NOUN,55.0,32.0,95.0,131.0,215.0,117.0,61.0
evry,NOUN,55.0,139.0,10.0,6.0,9.0,7.0,1.0
hawaii,NOUN,55.0,6.0,4.0,0.0,12.0,5.0,3.0
hungry,ADJ,55.0,49.0,118.0,54.0,110.0,37.0,31.0
fucker,NOUN,55.0,0.0,6.0,17.0,69.0,11.0,1.0
cars,NOUN,55.0,38.0,79.0,47.0,160.0,91.0,37.0
cake,NOUN,55.0,8.0,25.0,24.0,98.0,104.0,38.0
gentle,ADJ,54.0,25.0,27.0,13.0,22.0,19.0,8.0
ice,NOUN,54.0,56.0,101.0,52.0,250.0,142.0,270.0
generation,NOUN,54.0,9.0,83.0,61.0,44.0,43.0,3.0
bar,NOUN,54.0,28.0,47.0,36.0,168.0,104.0,61.0
summertime,NOUN,54.0,3.0,44.0,18.0,46.0,17.0,67.0
beer,NOUN,54.0,9.0,20.0,30.0,27.0,12.0,10.0
garden,NOUN,54.0,42.0,91.0,62.0,26.0,27.0,59.0
soldier,NOUN,53.0,28.0,83.0,34.0,154.0,38.0,17.0
art,NOUN,53.0,15.0,68.0,19.0,60.0,44.0,37.0
shimmy,NOUN,53.0,7.0,0.0,1.0,16.0,13.0,16.0
sense,NOUN,53.0,35.0,131.0,76.0,174.0,112.0,51.0
load,NOUN,53.0,31.0,30.0,35.0,64.0,51.0,7.0
pieces,NOUN,52.0,47.0,41.0,70.0,72.0,88.0,52.0
secret,ADJ,52.0,58.0,277.0,68.0,97.0,79.0,69.0
thunder,NOUN,52.0,78.0,190.0,29.0,47.0,194.0,60.0
papaoommowmow,NOUN,52.0,0.0,0.0,0.0,0.0,0.0,0.0
sorrow,NOUN,52.0,93.0,122.0,35.0,44.0,39.0,8.0
silly,ADJ,52.0,18.0,77.0,31.0,78.0,27.0,10.0
kisses,NOUN,52.0,55.0,132.0,30.0,49.0,45.0,18.0
waste,NOUN,52.0,38.0,250.0,167.0,167.0,134.0,87.0
cure,NOUN,51.0,23.0,74.0,26.0,31.0,44.0,19.0
state,NOUN,51.0,76.0,108.0,92.0,123.0,70.0,52.0
fit,ADJ,51.0,34.0,61.0,61.0,153.0,83.0,67.0
fantasy,NOUN,51.0,43.0,140.0,18.0,36.0,35.0,41.0
tv,NOUN,51.0,40.0,93.0,63.0,136.0,36.0,36.0
faith,NOUN,50.0,67.0,272.0,134.0,145.0,142.0,71.0
sin,NOUN,50.0,113.0,167.0,57.0,107.0,78.0,262.0
plan,NOUN,50.0,40.0,93.0,67.0,244.0,129.0,77.0
natural,ADJ,50.0,15.0,15.0,27.0,53.0,34.0,34.0
bones,NOUN,50.0,21.0,82.0,137.0,111.0,85.0,45.0
horse,NOUN,50.0,24.0,48.0,42.0,71.0,15.0,11.0
movies,NOUN,50.0,9.0,20.0,15.0,30.0,18.0,17.0
lots,NOUN,50.0,36.0,17.0,30.0,28.0,18.0,25.0
ears,NOUN,50.0,24.0,69.0,51.0,82.0,45.0,8.0
doors,NOUN,50.0,25.0,57.0,57.0,83.0,70.0,71.0
thinkin,NOUN,50.0,45.0,87.0,25.0,303.0,155.0,161.0
fact,NOUN,50.0,32.0,86.0,62.0,244.0,122.0,42.0
tide,NOUN,50.0,30.0,53.0,35.0,27.0,27.0,5.0
older,ADJ,50.0,34.0,54.0,50.0,74.0,77.0,65.0
rules,NOUN,50.0,72.0,118.0,34.0,78.0,40.0,105.0
bite,NOUN,50.0,32.0,59.0,51.0,116.0,93.0,133.0
fools,NOUN,50.0,69.0,99.0,27.0,65.0,27.0,9.0
groovy,NOUN,50.0,19.0,27.0,1.0,5.0,7.0,5.0
witness,NOUN,49.0,12.0,73.0,23.0,56.0,32.0,10.0
field,NOUN,49.0,9.0,21.0,30.0,63.0,27.0,28.0
ease,NOUN,49.0,32.0,59.0,31.0,57.0,41.0,20.0
drunk,ADJ,49.0,17.0,62.0,59.0,202.0,127.0,184.0
heavy,ADJ,49.0,128.0,79.0,87.0,134.0,212.0,68.0
mystery,NOUN,49.0,28.0,143.0,46.0,31.0,15.0,12.0
shadows,NOUN,48.0,90.0,135.0,60.0,49.0,50.0,21.0
hole,NOUN,48.0,72.0,115.0,175.0,234.0,71.0,28.0
beauty,NOUN,48.0,24.0,124.0,66.0,54.0,58.0,96.0
judge,NOUN,48.0,19.0,60.0,21.0,78.0,97.0,47.0
weak,ADJ,48.0,23.0,91.0,50.0,146.0,70.0,121.0
search,NOUN,48.0,48.0,131.0,35.0,63.0,29.0,18.0
ladies,NOUN,48.0,17.0,84.0,46.0,332.0,76.0,38.0
travel,NOUN,48.0,23.0,25.0,25.0,52.0,28.0,8.0
hatred,NOUN,48.0,12.0,21.0,12.0,14.0,6.0,2.0
angels,NOUN,47.0,57.0,205.0,73.0,66.0,58.0,58.0
ooooo,NOUN,47.0,7.0,2.0,7.0,9.0,1.0,0.0
law,NOUN,47.0,124.0,91.0,52.0,68.0,41.0,16.0
busy,ADJ,47.0,28.0,73.0,34.0,98.0,93.0,58.0
boots,NOUN,47.0,24.0,58.0,36.0,65.0,31.0,16.0
stuff,NOUN,47.0,56.0,98.0,37.0,151.0,42.0,58.0
endless,ADJ,47.0,53.0,52.0,29.0,23.0,19.0,19.0
angry,ADJ,47.0,19.0,44.0,18.0,48.0,26.0,17.0
mountains,NOUN,47.0,23.0,51.0,36.0,24.0,12.0,17.0
age,NOUN,47.0,32.0,59.0,78.0,75.0,73.0,37.0
rum,NOUN,47.0,55.0,79.0,8.0,27.0,9.0,13.0
dust,NOUN,46.0,76.0,93.0,86.0,110.0,54.0,35.0
knee,NOUN,46.0,12.0,19.0,26.0,37.0,24.0,4.0
hip,NOUN,46.0,17.0,52.0,64.0,189.0,25.0,9.0
daylight,NOUN,46.0,16.0,56.0,9.0,57.0,48.0,83.0
leader,NOUN,46.0,21.0,18.0,16.0,30.0,27.0,15.0
bigger,ADJ,46.0,6.0,50.0,46.0,238.0,98.0,41.0
hotel,NOUN,46.0,49.0,102.0,13.0,68.0,47.0,58.0
chain,NOUN,46.0,52.0,77.0,42.0,210.0,77.0,124.0
safe,ADJ,46.0,78.0,120.0,85.0,150.0,118.0,75.0
shiny,ADJ,46.0,15.0,30.0,34.0,16.0,13.0,19.0
diamond,NOUN,46.0,22.0,73.0,31.0,132.0,121.0,70.0
heartaches,NOUN,46.0,22.0,9.0,0.0,1.0,1.0,1.0
crime,NOUN,46.0,82.0,101.0,92.0,116.0,55.0,34.0
cries,NOUN,46.0,86.0,81.0,41.0,33.0,25.0,6.0
birth,NOUN,45.0,10.0,37.0,26.0,43.0,21.0,9.0
food,NOUN,45.0,21.0,57.0,40.0,81.0,45.0,24.0
trip,NOUN,45.0,21.0,148.0,51.0,173.0,86.0,51.0
path,NOUN,45.0,21.0,35.0,42.0,65.0,35.0,15.0
workin,NOUN,45.0,19.0,95.0,8.0,96.0,68.0,41.0
laughter,NOUN,45.0,38.0,58.0,38.0,30.0,18.0,13.0
speed,NOUN,45.0,30.0,77.0,58.0,99.0,37.0,29.0
melody,NOUN,45.0,47.0,105.0,20.0,45.0,26.0,14.0
flight,NOUN,45.0,21.0,17.0,15.0,83.0,61.0,43.0
fortune,NOUN,45.0,46.0,56.0,32.0,13.0,17.0,9.0
fingers,NOUN,45.0,56.0,80.0,53.0,98.0,75.0,46.0
lines,NOUN,44.0,33.0,119.0,56.0,110.0,85.0,47.0
club,NOUN,44.0,11.0,41.0,27.0,626.0,285.0,180.0
jane,NOUN,44.0,6.0,10.0,14.0,18.0,35.0,12.0
stage,NOUN,44.0,39.0,54.0,41.0,114.0,63.0,49.0
waitin,NOUN,44.0,28.0,40.0,14.0,145.0,88.0,118.0
coat,NOUN,44.0,12.0,44.0,18.0,59.0,25.0,37.0
kitchen,NOUN,44.0,3.0,22.0,16.0,84.0,71.0,70.0
lonesome,ADJ,44.0,15.0,18.0,15.0,6.0,4.0,6.0
short,ADJ,44.0,35.0,85.0,39.0,137.0,76.0,42.0
claus,NOUN,43.0,86.0,3.0,23.0,32.0,2.0,12.0
nature,NOUN,43.0,26.0,285.0,50.0,39.0,19.0,24.0
silent,ADJ,43.0,44.0,43.0,42.0,38.0,45.0,22.0
bag,NOUN,43.0,19.0,27.0,55.0,268.0,116.0,187.0
innocent,ADJ,43.0,18.0,42.0,18.0,38.0,28.0,37.0
person,NOUN,43.0,12.0,81.0,37.0,112.0,67.0,35.0
dime,NOUN,43.0,23.0,56.0,26.0,74.0,14.0,246.0
company,NOUN,43.0,50.0,62.0,27.0,59.0,46.0,22.0
family,NOUN,43.0,70.0,160.0,80.0,244.0,180.0,51.0
burns,NOUN,43.0,23.0,92.0,39.0,56.0,28.0,22.0
goodnight,NOUN,42.0,28.0,110.0,46.0,43.0,18.0,41.0
saint,NOUN,42.0,4.0,53.0,28.0,29.0,29.0,42.0
disgrace,NOUN,42.0,17.0,16.0,15.0,19.0,3.0,2.0
shadow,NOUN,42.0,91.0,110.0,62.0,58.0,58.0,18.0
meat,NOUN,42.0,6.0,22.0,25.0,53.0,15.0,2.0
dam,NOUN,42.0,1.0,2.0,2.0,5.0,9.0,5.0
grace,NOUN,42.0,18.0,119.0,64.0,73.0,80.0,19.0
shop,NOUN,42.0,43.0,58.0,25.0,110.0,24.0,28.0
cats,NOUN,42.0,6.0,8.0,8.0,89.0,11.0,8.0
hills,NOUN,42.0,19.0,31.0,52.0,64.0,46.0,30.0
ducks,NOUN,42.0,0.0,0.0,1.0,6.0,0.0,0.0
distance,NOUN,42.0,21.0,112.0,59.0,48.0,72.0,43.0
alley,NOUN,42.0,11.0,13.0,3.0,17.0,3.0,13.0
shortenin,ADJ,42.0,0.0,0.0,0.0,1.0,0.0,0.0
battle,NOUN,42.0,44.0,48.0,102.0,144.0,72.0,29.0
diamonds,NOUN,42.0,34.0,57.0,16.0,227.0,134.0,264.0
history,NOUN,41.0,46.0,147.0,47.0,94.0,46.0,34.0
rider,NOUN,41.0,5.0,4.0,6.0,68.0,7.0,9.0
mile,NOUN,41.0,22.0,36.0,30.0,90.0,28.0,21.0
talks,NOUN,41.0,32.0,14.0,18.0,40.0,19.0,14.0
chair,NOUN,41.0,32.0,58.0,29.0,53.0,26.0,14.0
fears,NOUN,41.0,25.0,144.0,50.0,38.0,44.0,24.0
price,NOUN,41.0,97.0,174.0,53.0,108.0,64.0,94.0
nervous,ADJ,41.0,29.0,23.0,36.0,45.0,43.0,16.0
precious,ADJ,41.0,35.0,61.0,30.0,42.0,54.0,18.0
gypsy,ADJ,41.0,18.0,31.0,1.0,3.0,30.0,0.0
walls,NOUN,41.0,71.0,150.0,88.0,132.0,119.0,93.0
rainy,ADJ,41.0,29.0,44.0,11.0,12.0,16.0,7.0
claudine,NOUN,41.0,0.0,0.0,0.0,0.0,1.0,0.0
foot,NOUN,40.0,12.0,63.0,38.0,94.0,56.0,37.0
apple,NOUN,40.0,35.0,30.0,21.0,51.0,13.0,19.0
chains,NOUN,40.0,34.0,111.0,40.0,66.0,58.0,39.0
changes,NOUN,40.0,36.0,39.0,19.0,62.0,70.0,14.0
fate,NOUN,40.0,55.0,78.0,64.0,68.0,39.0,51.0
entertainment,NOUN,40.0,2.0,2.0,5.0,14.0,8.0,5.0
emotion,NOUN,39.0,55.0,38.0,13.0,33.0,36.0,9.0
comea,NOUN,39.0,0.0,1.0,0.0,0.0,0.0,0.0
crocodile,NOUN,39.0,2.0,1.0,0.0,4.0,5.0,1.0
granny,NOUN,39.0,1.0,5.0,19.0,10.0,6.0,7.0
monterey,NOUN,39.0,0.0,0.0,0.0,0.0,0.0,1.0
attitude,NOUN,39.0,9.0,74.0,13.0,56.0,24.0,38.0
harm,NOUN,39.0,22.0,41.0,32.0,54.0,21.0,8.0
coffee,NOUN,39.0,9.0,34.0,48.0,37.0,12.0,55.0
ol,ADJ,39.0,18.0,24.0,20.0,72.0,18.0,22.0
paper,NOUN,39.0,37.0,102.0,50.0,348.0,129.0,67.0
crawl,NOUN,38.0,33.0,77.0,56.0,43.0,27.0,11.0
risin,NOUN,38.0,3.0,3.0,9.0,4.0,14.0,2.0
voices,NOUN,38.0,49.0,113.0,63.0,58.0,57.0,20.0
feelings,NOUN,38.0,81.0,180.0,83.0,160.0,162.0,104.0
brothers,NOUN,38.0,21.0,160.0,65.0,111.0,56.0,13.0
ill,ADJ,38.0,16.0,29.0,38.0,208.0,47.0,11.0
hangin,NOUN,38.0,36.0,27.0,34.0,51.0,40.0,38.0
waters,NOUN,38.0,15.0,13.0,20.0,14.0,14.0,10.0
cruel,ADJ,38.0,27.0,59.0,16.0,35.0,43.0,50.0
ear,NOUN,38.0,29.0,79.0,51.0,126.0,53.0,25.0
dumb,ADJ,38.0,11.0,59.0,82.0,145.0,83.0,112.0
wing,NOUN,38.0,21.0,12.0,36.0,16.0,11.0,5.0
colors,NOUN,38.0,5.0,32.0,28.0,48.0,64.0,26.0
breaks,NOUN,37.0,26.0,63.0,43.0,61.0,39.0,40.0
sunset,NOUN,37.0,7.0,31.0,27.0,32.0,13.0,39.0
silence,NOUN,37.0,38.0,154.0,60.0,87.0,105.0,90.0
record,NOUN,37.0,13.0,113.0,50.0,167.0,134.0,54.0
beads,NOUN,37.0,1.0,4.0,0.0,6.0,3.0,3.0
fame,NOUN,37.0,43.0,181.0,43.0,147.0,189.0,51.0
difference,NOUN,37.0,22.0,52.0,46.0,61.0,38.0,20.0
dollar,NOUN,36.0,18.0,37.0,16.0,138.0,78.0,74.0
iron,NOUN,36.0,13.0,15.0,30.0,32.0,11.0,3.0
dirt,NOUN,36.0,28.0,63.0,71.0,142.0,72.0,24.0
temptations,NOUN,36.0,0.0,1.0,3.0,3.0,0.0,0.0
reelin,NOUN,36.0,1.0,1.0,5.0,1.0,0.0,0.0
records,NOUN,36.0,6.0,21.0,44.0,115.0,47.0,15.0
confusion,NOUN,36.0,26.0,91.0,42.0,36.0,9.0,9.0
stronger,ADJ,36.0,59.0,45.0,39.0,83.0,53.0,43.0
shore,NOUN,36.0,13.0,53.0,34.0,14.0,24.0,21.0
grave,NOUN,36.0,41.0,121.0,54.0,59.0,57.0,39.0
ugly,ADJ,36.0,5.0,55.0,39.0,96.0,32.0,29.0
surfers,NOUN,36.0,0.0,0.0,1.0,0.0,0.0,0.0
weight,NOUN,36.0,6.0,48.0,46.0,130.0,82.0,35.0
roam,NOUN,36.0,13.0,23.0,26.0,26.0,18.0,3.0
feed,NOUN,36.0,36.0,81.0,76.0,117.0,64.0,34.0
indians,NOUN,36.0,0.0,4.0,2.0,20.0,1.0,0.0
couple,NOUN,36.0,6.0,50.0,43.0,204.0,200.0,76.0
quick,ADJ,35.0,23.0,58.0,52.0,234.0,90.0,73.0
holy,ADJ,35.0,55.0,197.0,89.0,137.0,69.0,59.0
cook,NOUN,35.0,6.0,10.0,33.0,89.0,20.0,12.0
windows,NOUN,35.0,27.0,24.0,27.0,64.0,28.0,46.0
flame,NOUN,35.0,57.0,138.0,37.0,80.0,57.0,86.0
clock,NOUN,35.0,33.0,68.0,55.0,96.0,35.0,13.0
season,NOUN,35.0,32.0,24.0,33.0,41.0,60.0,74.0
rolls,NOUN,35.0,11.0,20.0,13.0,61.0,38.0,26.0
captain,NOUN,35.0,12.0,34.0,30.0,37.0,5.0,17.0
view,NOUN,35.0,28.0,153.0,54.0,102.0,47.0,53.0
whip,NOUN,35.0,13.0,27.0,18.0,224.0,77.0,158.0
rage,NOUN,35.0,17.0,53.0,59.0,44.0,16.0,25.0
seat,NOUN,35.0,34.0,105.0,31.0,154.0,67.0,60.0
satisfy,NOUN,35.0,39.0,33.0,4.0,21.0,9.0,6.0
stare,NOUN,35.0,33.0,118.0,64.0,115.0,52.0,61.0
strings,NOUN,35.0,9.0,42.0,13.0,24.0,47.0,10.0
dangerous,ADJ,34.0,60.0,282.0,61.0,51.0,62.0,95.0
toy,NOUN,34.0,21.0,65.0,13.0,44.0,14.0,34.0
village,NOUN,34.0,27.0,7.0,9.0,7.0,4.0,4.0
suit,NOUN,34.0,13.0,30.0,37.0,68.0,40.0,38.0
joint,ADJ,34.0,9.0,62.0,15.0,46.0,11.0,6.0
gray,ADJ,34.0,13.0,43.0,32.0,41.0,17.0,26.0
teeth,NOUN,34.0,14.0,34.0,68.0,106.0,97.0,67.0
plenty,ADJ,34.0,19.0,48.0,15.0,47.0,49.0,17.0
shelter,NOUN,34.0,18.0,52.0,14.0,28.0,22.0,4.0
complete,ADJ,34.0,24.0,36.0,23.0,39.0,24.0,17.0
neighbors,NOUN,33.0,10.0,21.0,15.0,22.0,17.0,19.0
doggone,NOUN,33.0,6.0,23.0,1.0,2.0,0.0,0.0
steel,NOUN,33.0,24.0,56.0,34.0,63.0,10.0,14.0
cotton,NOUN,33.0,9.0,9.0,9.0,24.0,11.0,11.0
destiny,NOUN,33.0,53.0,62.0,41.0,52.0,31.0,5.0
kicks,NOUN,33.0,27.0,30.0,15.0,38.0,35.0,13.0
candy,NOUN,33.0,34.0,136.0,21.0,115.0,82.0,115.0
inspiration,NOUN,33.0,19.0,34.0,11.0,16.0,12.0,1.0
church,NOUN,33.0,11.0,49.0,19.0,99.0,53.0,19.0
bars,NOUN,33.0,33.0,13.0,11.0,90.0,57.0,28.0
sunlight,NOUN,33.0,25.0,37.0,8.0,23.0,41.0,15.0
strangers,NOUN,33.0,33.0,45.0,38.0,17.0,35.0,33.0
traffic,NOUN,33.0,9.0,24.0,37.0,32.0,26.0,31.0
minds,NOUN,33.0,39.0,49.0,47.0,61.0,31.0,36.0
grand,ADJ,33.0,19.0,25.0,24.0,90.0,28.0,18.0
heigh,NOUN,33.0,0.0,0.0,0.0,0.0,0.0,0.0
certain,ADJ,33.0,19.0,30.0,27.0,54.0,60.0,21.0
thief,NOUN,33.0,17.0,63.0,32.0,19.0,20.0,5.0
piper,NOUN,33.0,9.0,1.0,2.0,11.0,0.0,1.0
farm,NOUN,33.0,6.0,29.0,17.0,9.0,2.0,19.0
ape,NOUN,33.0,1.0,2.0,8.0,17.0,5.0,6.0
lifetime,NOUN,32.0,32.0,59.0,37.0,45.0,25.0,24.0
hall,NOUN,32.0,20.0,35.0,52.0,45.0,26.0,13.0
final,ADJ,32.0,37.0,62.0,42.0,60.0,20.0,36.0
boat,NOUN,32.0,15.0,65.0,37.0,54.0,51.0,38.0
flies,NOUN,32.0,32.0,32.0,50.0,23.0,24.0,3.0
thin,ADJ,32.0,36.0,43.0,50.0,69.0,35.0,15.0
video,NOUN,32.0,4.0,22.0,27.0,105.0,63.0,20.0
awful,ADJ,32.0,12.0,14.0,19.0,24.0,13.0,21.0
kingdom,NOUN,32.0,13.0,53.0,40.0,56.0,13.0,15.0
ccindy,ADJ,32.0,0.0,0.0,0.0,0.0,0.0,0.0
uptight,ADJ,32.0,2.0,7.0,29.0,19.0,12.0,1.0
vision,NOUN,32.0,55.0,38.0,42.0,101.0,50.0,48.0
ghost,NOUN,32.0,45.0,185.0,64.0,124.0,86.0,52.0
color,NOUN,32.0,10.0,127.0,66.0,97.0,49.0,63.0
imagination,NOUN,32.0,32.0,39.0,29.0,36.0,21.0,15.0
strength,NOUN,32.0,44.0,109.0,27.0,80.0,50.0,14.0
glory,NOUN,32.0,62.0,144.0,47.0,68.0,63.0,27.0
worried,ADJ,32.0,25.0,13.0,13.0,57.0,49.0,54.0
table,NOUN,32.0,20.0,74.0,30.0,75.0,65.0,55.0
pressure,NOUN,32.0,61.0,74.0,36.0,124.0,91.0,51.0
clap,NOUN,32.0,16.0,83.0,5.0,148.0,31.0,13.0
wears,NOUN,32.0,12.0,41.0,21.0,14.0,9.0,6.0
shirt,NOUN,32.0,5.0,31.0,26.0,63.0,44.0,41.0
purple,NOUN,32.0,10.0,154.0,26.0,85.0,41.0,27.0
flat,ADJ,32.0,19.0,22.0,20.0,44.0,25.0,16.0
date,NOUN,32.0,20.0,27.0,24.0,92.0,27.0,33.0
weary,ADJ,32.0,15.0,33.0,10.0,18.0,9.0,4.0
union,NOUN,32.0,7.0,14.0,21.0,10.0,2.0,3.0
success,NOUN,31.0,7.0,37.0,3.0,57.0,29.0,15.0
advice,NOUN,31.0,15.0,54.0,31.0,60.0,54.0,28.0
budget,NOUN,31.0,0.0,1.0,0.0,11.0,6.0,15.0
lightning,NOUN,31.0,39.0,32.0,36.0,54.0,57.0,32.0
evrybody,NOUN,31.0,34.0,6.0,0.0,1.0,0.0,0.0
gin,NOUN,31.0,12.0,6.0,9.0,25.0,20.0,17.0
bust,NOUN,31.0,43.0,73.0,49.0,235.0,50.0,141.0
wet,ADJ,31.0,13.0,158.0,44.0,135.0,61.0,103.0
problems,NOUN,31.0,35.0,44.0,32.0,153.0,104.0,97.0
fiddle,NOUN,31.0,12.0,0.0,2.0,4.0,4.0,0.0
cheap,ADJ,31.0,43.0,41.0,28.0,55.0,34.0,31.0
hike,NOUN,31.0,2.0,2.0,0.0,12.0,1.0,0.0
knife,NOUN,31.0,45.0,87.0,33.0,143.0,49.0,33.0
ordinary,ADJ,31.0,41.0,60.0,36.0,16.0,26.0,14.0
army,NOUN,31.0,21.0,35.0,28.0,41.0,17.0,25.0
asleep,ADJ,31.0,18.0,41.0,50.0,89.0,77.0,46.0
smiles,NOUN,31.0,22.0,38.0,17.0,26.0,15.0,19.0
ticket,NOUN,31.0,36.0,36.0,19.0,17.0,22.0,28.0
cream,NOUN,31.0,18.0,98.0,31.0,74.0,35.0,87.0
distant,ADJ,31.0,26.0,33.0,41.0,24.0,17.0,14.0
direction,NOUN,31.0,21.0,51.0,24.0,39.0,26.0,9.0
wisdom,NOUN,31.0,8.0,14.0,24.0,19.0,13.0,6.0
wire,NOUN,30.0,34.0,60.0,35.0,40.0,52.0,20.0
harmony,NOUN,30.0,26.0,43.0,5.0,10.0,5.0,1.0
peggy,ADJ,30.0,2.0,1.0,0.0,0.0,0.0,0.0
daughters,NOUN,30.0,5.0,15.0,8.0,30.0,12.0,6.0
killer,NOUN,30.0,23.0,107.0,61.0,124.0,78.0,47.0
prominent,ADJ,30.0,0.0,1.0,0.0,1.0,0.0,1.0
trade,NOUN,30.0,9.0,32.0,19.0,66.0,32.0,28.0
trail,NOUN,30.0,9.0,11.0,21.0,20.0,6.0,2.0
rivers,NOUN,30.0,23.0,35.0,44.0,24.0,10.0,6.0
plans,NOUN,30.0,27.0,57.0,42.0,86.0,102.0,88.0
pleasant,NOUN,30.0,3.0,4.0,5.0,3.0,2.0,0.0
bridge,NOUN,30.0,29.0,66.0,42.0,154.0,64.0,11.0
thumb,NOUN,29.0,5.0,5.0,21.0,18.0,18.0,13.0
desert,NOUN,29.0,28.0,57.0,27.0,46.0,23.0,9.0
wicked,ADJ,29.0,8.0,29.0,32.0,53.0,19.0,24.0
runs,NOUN,29.0,28.0,69.0,33.0,67.0,31.0,12.0
detour,NOUN,29.0,0.0,1.0,1.0,0.0,3.0,3.0
shy,ADJ,29.0,8.0,82.0,22.0,46.0,73.0,58.0
plead,NOUN,29.0,5.0,20.0,7.0,14.0,9.0,2.0
cup,NOUN,29.0,21.0,68.0,68.0,99.0,109.0,59.0
factory,NOUN,29.0,8.0,22.0,6.0,12.0,5.0,8.0
sleeps,NOUN,29.0,5.0,22.0,22.0,7.0,19.0,4.0
health,NOUN,29.0,8.0,11.0,28.0,22.0,10.0,4.0
superman,NOUN,29.0,3.0,12.0,16.0,77.0,8.0,9.0
dial,NOUN,29.0,7.0,12.0,11.0,31.0,13.0,11.0
sake,NOUN,29.0,14.0,18.0,19.0,38.0,25.0,16.0
japanese,NOUN,29.0,1.0,7.0,4.0,2.0,2.0,2.0
crossroads,NOUN,29.0,4.0,3.0,3.0,6.0,1.0,2.0
motor,NOUN,29.0,16.0,18.0,23.0,13.0,10.0,5.0
rocks,NOUN,29.0,23.0,24.0,19.0,72.0,27.0,39.0
lane,NOUN,29.0,35.0,27.0,19.0,65.0,75.0,23.0
rescue,NOUN,29.0,5.0,154.0,17.0,40.0,30.0,9.0
toes,NOUN,29.0,12.0,29.0,20.0,65.0,30.0,64.0
seas,NOUN,29.0,30.0,29.0,34.0,23.0,15.0,17.0
greatest,ADJ,29.0,39.0,80.0,35.0,83.0,110.0,39.0
shift,NOUN,29.0,4.0,21.0,19.0,27.0,24.0,13.0
waits,NOUN,29.0,36.0,37.0,18.0,10.0,10.0,13.0
finger,NOUN,28.0,47.0,79.0,48.0,139.0,56.0,78.0
guilty,ADJ,28.0,39.0,60.0,11.0,57.0,22.0,49.0
boss,NOUN,28.0,19.0,26.0,39.0,131.0,57.0,93.0
treasure,NOUN,28.0,30.0,48.0,11.0,30.0,30.0,7.0
sweeter,ADJ,28.0,21.0,196.0,16.0,12.0,18.0,23.0
flower,NOUN,28.0,25.0,51.0,34.0,24.0,21.0,9.0
chick,NOUN,28.0,8.0,9.0,2.0,250.0,50.0,34.0
fashion,NOUN,28.0,7.0,48.0,17.0,31.0,145.0,32.0
stones,NOUN,28.0,19.0,50.0,43.0,79.0,37.0,23.0
rings,NOUN,28.0,29.0,42.0,22.0,92.0,51.0,38.0
legs,NOUN,28.0,22.0,70.0,39.0,142.0,70.0,22.0
cowboy,NOUN,28.0,3.0,30.0,17.0,15.0,8.0,12.0
sex,NOUN,28.0,40.0,344.0,103.0,228.0,173.0,72.0
oil,NOUN,28.0,22.0,15.0,23.0,19.0,11.0,9.0
